"","site_id","TriggerID","ImageFile1","ImageDate1","ImageFile2","ImageDate2","subject_id","top_identity","top_value","consensus_pct"
"222","GCETRO","GCETRO_CC_14Sep2021_08050038_frame1","08050038_frame_101.png","8/6/2021 0:51","08050038_frame_102.png","8/6/2021 0:51","99800949","RINGTAIL","10","100"
"223","GCETRO","GCETRO_CC_14Sep2021_08090039_frame1","08090039_frame_101.png","8/9/2021 18:54","08090039_frame_102.png","8/9/2021 18:54","99800950","RINGTAIL","9","90"
"224","GCETRO","GCETRO_CC_14Sep2021_08110040_frame1","08110040_frame_101.png","8/11/2021 8:09","08110040_frame_102.png","8/11/2021 8:09","99800951","RINGTAIL","6","60"
"225","GCETRO","GCETRO_CC_14Sep2021_08130041_frame1","08130041_frame_101.png","8/14/2021 2:29","08130041_frame_102.png","8/14/2021 2:29","99800952","RINGTAIL","6","60"
"226","GCETRO","GCETRO_CC_14Sep2021_08150042_frame1","08150042_frame_101.png","8/15/2021 6:40","08150042_frame_102.png","8/15/2021 6:40","99800953","RINGTAIL","9","90"
"227","GCETRO","GCETRO_CC_14Sep2021_08170043_frame1","08170043_frame_101.png","8/17/2021 5:43","08170043_frame_102.png","8/17/2021 5:43","99800954","RINGTAIL","8","80"
"228","GCETRO","GCETRO_CC_14Sep2021_08190044_frame1","08190044_frame_101.png","8/19/2021 5:29","08190044_frame_102.png","8/19/2021 5:29","99800955","RINGTAIL","6","60"
"229","GCETRO","GCETRO_CC_14Sep2021_08190045_frame1","08190045_frame_101.png","8/20/2021 2:56","08190045_frame_102.png","8/20/2021 2:56","99800956","RINGTAIL","8","80"
"230","GCETRO","GCETRO_CC_14Sep2021_08200046_frame1","08200046_frame_101.png","8/20/2021 6:28","08200046_frame_102.png","8/20/2021 6:28","99800957","RINGTAIL","10","100"
"231","GCETRO","GCETRO_CC_14Sep2021_08220047_frame1","08220047_frame_101.png","8/22/2021 23:21","08220047_frame_102.png","8/22/2021 23:21","99800958","RINGTAIL","5","50"
"232","GCETRO","GCETRO_CC_14Sep2021_08230048_frame1","08230048_frame_101.png","8/24/2021 1:06","08230048_frame_102.png","8/24/2021 1:06","99800959","RINGTAIL","9","90"
"233","GCETRO","GCETRO_CC_14Sep2021_08270050_frame1","08270050_frame_101.png","8/27/2021 7:59","08270050_frame_102.png","8/27/2021 7:59","99800961","RINGTAIL","7","70"
"234","GCETRO","GCETRO_CC_14Sep2021_09040051_frame1","09040051_frame_101.png","9/5/2021 3:16","09040051_frame_102.png","9/5/2021 3:16","99800962","RINGTAIL","10","100"
"235","GCETRO","GCETRO_CC_14Sep2021_09110053_frame1","09110053_frame_101.png","9/11/2021 5:22","09110053_frame_102.png","9/11/2021 5:22","99800964","RINGTAIL","10","100"
"236","GCETRO","GCETRO_CC_14Sep2021_09110054_frame1","09110054_frame_101.png","9/11/2021 6:15","09110054_frame_102.png","9/11/2021 6:15","99800965","RINGTAIL","10","100"
"237","GCETRO","GCETRO_CC_14Sep2021_09110055_frame1","09110055_frame_101.png","9/11/2021 9:12","09110055_frame_102.png","9/11/2021 9:12","99800966","RINGTAIL","6","60"
"238","GCETRO","GCETRO_CC_14Sep2021_09120056_frame1","09120056_frame_101.png","9/12/2021 5:04","09120056_frame_102.png","9/12/2021 5:04","99800967","RINGTAIL","10","100"
"239","GCETRO","GCETRO_CC_14Sep2021_09120057_frame1","09120057_frame_101.png","9/13/2021 2:15","09120057_frame_102.png","9/13/2021 2:15","99800968","RINGTAIL","4","40"
"240","GCETRO","GCETRO_CC_14Sep2021_09130059_frame1","09130059_frame_101.png","9/13/2021 6:26","09130059_frame_102.png","9/13/2021 6:26","99800970","RINGTAIL","7","70"
"241","GCETRO","GCETRO_CC_14Sep2021_06030002_frame_2","06030002_frame_201.png","6/4/2021 2:55","06030002_frame_202.png","6/4/2021 2:55","99800973","RINGTAIL","9","90"
"242","GCETRO","GCETRO_CC_14Sep2021_06050005_frame_2","06050005_frame_201.png","6/5/2021 6:34","06050005_frame_202.png","6/5/2021 6:34","99800976","RINGTAIL","6","60"
"243","GCETRO","GCETRO_CC_14Sep2021_06050008_frame_2","06050008_frame_201.png","6/5/2021 21:37","06050008_frame_202.png","6/5/2021 21:37","99800979","RINGTAIL","5","50"
"244","GCETRO","GCETRO_CC_14Sep2021_06050010_frame_2","06050010_frame_201.png","6/5/2021 21:43","06050010_frame_202.png","6/5/2021 21:43","99800981","RINGTAIL","8","80"
"245","GCETRO","GCETRO_CC_14Sep2021_06050012_frame_2","06050012_frame_201.png","6/6/2021 0:02","06050012_frame_202.png","6/6/2021 0:02","99800983","RINGTAIL","9","81.82"
"246","GCETRO","GCETRO_CC_14Sep2021_06130016_frame_2","06130016_frame_201.png","6/14/2021 2:22","06130016_frame_202.png","6/14/2021 2:22","99800989","RINGTAIL","7","70"
"247","GCETRO","GCETRO_CC_14Sep2021_07200032_frame_2","07200032_frame_201.png","7/20/2021 6:47","07200032_frame_202.png","7/20/2021 6:47","99801012","RINGTAIL","6","60"
"248","GCETRO","GCETRO_CC_14Sep2021_07230033_frame_2","07230033_frame_201.png","7/24/2021 3:28","07230033_frame_202.png","7/24/2021 3:28","99801015","RINGTAIL","8","80"
"249","GCETRO","GCETRO_CC_14Sep2021_07230034_frame_2","07230034_frame_201.png","7/24/2021 3:28","07230034_frame_202.png","7/24/2021 3:28","99801017","RINGTAIL","7","70"
"250","GCETRO","GCETRO_CC_14Sep2021_08200046_frame_2","08200046_frame_201.png","8/20/2021 6:28","08200046_frame_202.png","8/20/2021 6:28","99801033","RINGTAIL","8","80"
"251","GCETRO","GCETRO_CC_14Sep2021_08250049_frame_2","08250049_frame_201.png","8/26/2021 2:25","08250049_frame_202.png","8/26/2021 2:25","99801037","RINGTAIL","8","80"
"252","GCETRO","GCETRO_CC_14Sep2021_09110053_frame_2","09110053_frame_201.png","9/11/2021 5:22","09110053_frame_202.png","9/11/2021 5:22","99801046","RINGTAIL","9","90"
"253","GCETRO","GCETRO_CC_14Sep2021_09120058_frame_2","09120058_frame_201.png","9/13/2021 2:36","09120058_frame_202.png","9/13/2021 2:36","99801054","RINGTAIL","9","90"
"254","GCETRO","GCETRO_CC_14Sep2021_09130059_frame_2","09130059_frame_201.png","9/13/2021 6:26","09130059_frame_202.png","9/13/2021 6:26","99801055","RINGTAIL","7","70"
"255","GCETCR","GCETCR_CC_06Dec2021_10090011_frame1","10090011_frame_101.png","10/9/2021 10:05","10090011_frame_102.png","10/9/2021 10:05","99800841","RINGTAIL","7","70"
"256","GCETCR","GCETCR_CC_06Dec2021_11150016_frame1","11150016_frame_101.png","11/16/2021 1:52","11150016_frame_102.png","11/16/2021 1:52","99800844","RINGTAIL","7","70"
"257","GCETCR","GCETCR_CC_06Dec2021_09160004_frame_2","09160004_frame_201.png","9/16/2021 9:16","09160004_frame_202.png","9/16/2021 9:16","99800847","RINGTAIL","8","80"
"258","GCETCR","GCETCR_CC_06Dec2021_09180005_frame_2","09180005_frame_201.png","9/18/2021 14:35","09180005_frame_202.png","9/18/2021 14:35","99800848","RINGTAIL","7","70"
"259","GCETCR","GCETCR_CC_14Sep2021_06030004_frame1","06030004_frame_101.png","6/3/2021 8:48","06030004_frame_102.png","6/3/2021 8:48","99800747","RINGTAIL","6","60"
"260","GCETCR","GCETCR_CC_14Sep2021_06030006_frame1","06030006_frame_101.png","6/4/2021 3:24","06030006_frame_102.png","6/4/2021 3:24","99800748","RINGTAIL","9","90"
"261","GCETCR","GCETCR_CC_14Sep2021_06270017_frame1","06270017_frame_101.png","6/28/2021 1:37","06270017_frame_102.png","6/28/2021 1:37","99800757","RINGTAIL","9","90"
"262","GCETCR","GCETCR_CC_14Sep2021_06270019_frame1","06270019_frame_101.png","6/28/2021 1:38","06270019_frame_102.png","6/28/2021 1:38","99800759","RINGTAIL","6","60"
"263","GCETCR","GCETCR_CC_14Sep2021_06270020_frame1","06270020_frame_101.png","6/28/2021 1:40","06270020_frame_102.png","6/28/2021 1:40","99800760","RINGTAIL","8","80"
"264","GCETCR","GCETCR_CC_14Sep2021_06290023_frame1","06290023_frame_101.png","6/30/2021 0:57","06290023_frame_102.png","6/30/2021 0:57","99800763","RINGTAIL","8","80"
"265","GCETCR","GCETCR_CC_14Sep2021_07020034_frame1","07020034_frame_101.png","7/2/2021 7:43","07020034_frame_102.png","7/2/2021 7:43","99800773","RINGTAIL","6","60"
"266","GCETCR","GCETCR_CC_14Sep2021_07050039_frame1","07050039_frame_101.png","7/6/2021 3:36","07050039_frame_102.png","7/6/2021 3:36","99800778","RINGTAIL","7","70"
"267","GCETCR","GCETCR_CC_14Sep2021_08010080_frame1","08010080_frame_101.png","8/1/2021 9:34","08010080_frame_102.png","8/1/2021 9:34","99800812","RINGTAIL","8","80"
"268","GCETCR","GCETCR_CC_14Sep2021_09070102_frame1","09070102_frame_101.png","9/8/2021 2:24","09070102_frame_102.png","9/8/2021 2:24","99800829","RINGTAIL","7","70"
"269","GCETCR","GCETCR_CC_14Sep2021_06270018_frame_2","06270018_frame_201.png","6/28/2021 1:38","06270018_frame_202.png","6/28/2021 1:38","99800835","RINGTAIL","6","60"
"270","GCETCR","GCETCR_CC_14Sep2021_07050039_frame_2","07050039_frame_201.png","7/6/2021 3:36","07050039_frame_202.png","7/6/2021 3:36","99800836","RINGTAIL","7","70"
"271","GCHR","GCHR_CC_03Dec2021_100EK113_09160061","100EK113_09160061.JPG","2021:09:16 22:41:04","100EK113_09160062.JPG","2021:09:16 22:41:04","77047901","RINGTAIL","8","80"
"272","GCHR","GCHR_CC_03Dec2021_100EK113_09210079","100EK113_09210079.JPG","2021:09:21 04:46:10","100EK113_09210080.JPG","2021:09:21 04:46:10","77047909","SPOTTEDSKUNK","5","55.56"
"273","GCHR","GCHR_CC_03Dec2021_100EK113_09300155","100EK113_09300155.JPG","2021:09:30 20:35:00","100EK113_09300156.JPG","2021:09:30 20:35:00","77047947","SPOTTEDSKUNK","9","90"
"274","GCHR","GCHR_CC_03Dec2021_100EK113_10150577","100EK113_10150577.JPG","2021:10:15 03:25:40","100EK113_10150578.JPG","2021:10:15 03:25:40","77048158","STRIPEDSKUNK","9","81.82"
"275","GCHR","GCHR_CC_03Dec2021_100EK113_10250753","100EK113_10250753.JPG","2021:10:25 19:33:42","100EK113_10250754.JPG","2021:10:25 19:33:43","77048246","RINGTAIL","5","55.56"
"276","GCHR","GCHR_CC_03Dec2021_100EK113_11070901","100EK113_11070901.JPG","2021:11:07 23:19:43","100EK113_11070902.JPG","2021:11:07 23:19:44","77048320","RINGTAIL","8","80"
"277","GCHR","GCHR_CC_03Dec2021_100EK113_11080909","100EK113_11080909.JPG","2021:11:08 22:34:08","100EK113_11080910.JPG","2021:11:08 22:34:09","77048324","RINGTAIL","9","100"
"278","GCHR","GCHR_CC_03Dec2021_100EK113_11190979","100EK113_11190979.JPG","2021:11:19 17:59:29","100EK113_11190980.JPG","2021:11:19 17:59:29","77048359","GRAYFOX","9","81.82"
"279","GCHR","GCHR_CC_03Dec2021_101EK113_11260031","101EK113_11260031.JPG","2021:11:26 05:58:16","101EK113_11260032.JPG","2021:11:26 05:58:16","77048385","GRAYFOX","8","80"
"280","GCHR","GCHR_CC_03Dec2021_101EK113_12020077","101EK113_12020077.JPG","2021:12:02 03:07:18","101EK113_12020078.JPG","2021:12:02 03:07:18","77048408","RACCOON","4","40"
"281","GCHR","GCHR_CC_08Dec2021_12030005","12030005.JPG","2021:12:03 22:11:42","12030006.JPG","2021:12:03 22:11:42","72109657","RINGTAIL","arw","arw"
"282","GCHR","GCHR_CC_08Dec2021_12030007","12030007.JPG","2021:12:03 22:11:57","12030008.JPG","2021:12:03 22:11:57","72109658","RINGTAIL","arw","arw"
"283","GCHR","GCHR_CC_08Dec2021_12040009","12040009.JPG","2021:12:04 01:39:25","12040010.JPG","2021:12:04 01:39:25","72109659","RINGTAIL","arw","arw"
"284","GCHR","GCHR_CC_08Dec2021_12040011","12040011.JPG","2021:12:04 01:39:42","12040012.JPG","2021:12:04 01:39:42","72109660","RINGTAIL","arw","arw"
"285","GCHR","GCHR_CC_08Dec2021_12040013","12040013.JPG","2021:12:04 01:39:59","12040014.JPG","2021:12:04 01:39:59","72109661","RINGTAIL","arw","arw"
"286","GCHR","GCHR_CC_08Dec2021_12040017","12040017.JPG","2021:12:04 05:08:10","12040018.JPG","2021:12:04 05:08:10","72109663","GRAYFOX","arw","arw"
"287","GCHR","GCHR_CC_08Dec2021_12040019","12040019.JPG","2021:12:04 05:08:32","12040020.JPG","2021:12:04 05:08:32","72109664","GRAYFOX","arw","arw"
"288","GCHR","GCHR_CC_08Dec2021_12040025","12040025.JPG","2021:12:04 05:09:30","12040026.JPG","2021:12:04 05:09:31","72109667","GRAYFOX","arw","arw"
"289","GCHR","GCHR_CC_08Dec2021_12040029","12040029.JPG","2021:12:04 05:10:16","12040030.JPG","2021:12:04 05:10:16","72109669","GRAYFOX","arw","arw"
"290","GCHR","GCHR_CC_08Dec2021_12040039","12040039.JPG","2021:12:04 05:12:19","12040040.JPG","2021:12:04 05:12:19","72109674","GRAYFOX","arw","arw"
"291","GCHR","GCHR_CC_08Dec2021_12040041","12040041.JPG","2021:12:04 05:12:34","12040042.JPG","2021:12:04 05:12:34","72109675","GRAYFOX","arw","arw"
"292","GCHR","GCHR_CC_08Dec2021_12040043","12040043.JPG","2021:12:04 05:12:49","12040044.JPG","2021:12:04 05:12:49","72109676","GRAYFOX","arw","arw"
"293","GCHR","GCHR_CC_08Dec2021_12040045","12040045.JPG","2021:12:04 05:26:24","12040046.JPG","2021:12:04 05:26:24","72109677","STRIPEDSKUNK","arw","arw"
"294","GCHR","GCHR_CC_08Dec2021_12040047","12040047.JPG","2021:12:04 05:26:39","12040048.JPG","2021:12:04 05:26:39","72109678","STRIPEDSKUNK","arw","arw"
"295","GCHR","GCHR_CC_08Dec2021_12040049","12040049.JPG","2021:12:04 05:26:54","12040050.JPG","2021:12:04 05:26:54","72109679","STRIPEDSKUNK","arw","arw"
"296","GCHR","GCHR_CC_08Dec2021_12040053","12040053.JPG","2021:12:04 23:41:12","12040054.JPG","2021:12:04 23:41:12","72109681","RINGTAIL","arw","arw"
"297","GCHR","GCHR_CC_08Dec2021_12040055","12040055.JPG","2021:12:04 23:41:59","12040056.JPG","2021:12:04 23:41:59","72109682","RINGTAIL","arw","arw"
"298","GCHR","GCHR_CC_08Dec2021_12040057","12040057.JPG","2021:12:04 23:42:19","12040058.JPG","2021:12:04 23:42:19","72109683","RINGTAIL","arw","arw"
"299","GCHR","GCHR_CC_08Dec2021_12040059","12040059.JPG","2021:12:04 23:42:55","12040060.JPG","2021:12:04 23:42:55","72109684","RINGTAIL","arw","arw"
"300","GCHR","GCHR_CC_08Dec2021_12060063","12060063.JPG","2021:12:06 06:24:18","12060064.JPG","2021:12:06 06:24:19","72109686","GRAYFOX","arw","arw"
"301","GCHR","GCHR_CC_10Sep2021_09020047","09020047.JPG","2021:09:02 23:25:25","09020048.JPG","2021:09:02 23:25:25",NA,"RINGTAIL","arw","arw"
"302","GCHR","GCHR_CC_10Sep2021_09070049","09070049.JPG","2021:09:07 22:07:10","09070050.JPG","2021:09:07 22:07:10",NA,"STRIPEDSKUNK","arw","arw"
"303","GCHR","GCHR_CC_25Jul2021_3trigger_103EK113_06070838","103EK113_06070838.JPG","2021:06:07 02:31:38","103EK113_06070839.JPG","2021:06:07 02:31:38","98214144","GRAYFOX","10","100"
"304","GCHR","GCHR_CC_25Jul2021_3trigger_115EK113_07050991","115EK113_07050991.JPG","2021:07:05 06:38:06","115EK113_07050992.JPG","2021:07:05 06:38:07","98214427","GRAYFOX","9","90"
