"","site_id","TriggerID","ImageFile1","ImageDate1","ImageFile2","ImageDate2","subject_id","top_identity","top_value","consensus_pct"
"74","GCBAR","GCBAR_CC_06Dec2021_10240040_frame1","10240040_frame_101.png","10/25/2021 2:28","10240040_frame_102.png","10/25/2021 2:28","99781297","RINGTAIL","arw","arw"
"75","GCBAR","GCBAR_CC_06Dec2021_10310041_frame1","10310041_frame_101.png","10/31/2021 11:02","10310041_frame_102.png","10/31/2021 11:02","99781298","RACCOON","arw","arw"
"76","GCBAR","GCBAR_CC_06Dec2021_11040042_frame1","11040042_frame_101.png","11/5/2021 3:15","11040042_frame_102.png","11/5/2021 3:15","99781299","DOMESTICCAT","arw","arw"
"77","GCBAR","GCBAR_CC_06Dec2021_11060043_frame1","11060043_frame_101.png","11/6/2021 9:49","11060043_frame_102.png","11/6/2021 9:49","99781300","RACCOON","arw","arw"
"78","GCBAR","GCBAR_CC_06Dec2021_11060044_frame1","11060044_frame_101.png","11/6/2021 12:54","11060044_frame_102.png","11/6/2021 12:54","99781301","RACCOON","arw","arw"
"79","GCBAR","GCBAR_CC_06Dec2021_11090047_frame1","11090047_frame_101.png","11/9/2021 12:00","11090047_frame_102.png","11/9/2021 12:00","99781304","RINGTAIL","arw","arw"
"80","GCBAR","GCBAR_CC_06Dec2021_11090048_frame1","11090048_frame_101.png","11/9/2021 12:02","11090048_frame_102.png","11/9/2021 12:02","99781305","RINGTAIL","arw","arw"
"81","GCBAR","GCBAR_CC_06Dec2021_11090049_frame1","11090049_frame_101.png","11/9/2021 12:52","11090049_frame_102.png","11/9/2021 12:52","99781308","RACCOON","arw","arw"
"82","GCBAR","GCBAR_CC_06Dec2021_11090050_frame1","11090050_frame_101.png","11/10/2021 6:24","11090050_frame_102.png","11/10/2021 6:24","99781306","RACCOON","arw","arw"
"83","GCBAR","GCBAR_CC_06Dec2021_11140052_frame1","11140052_frame_101.png","11/15/2021 6:17","11140052_frame_102.png","11/15/2021 6:17","99781309","RACCOON","arw","arw"
"84","GCBAR","GCBAR_CC_06Dec2021_11180053_frame1","11180053_frame_101.png","11/18/2021 10:13","11180053_frame_102.png","11/18/2021 10:13","99781310","RACCOON","arw","arw"
"85","GCBAR","GCBAR_CC_06Dec2021_12020061_frame1","12020061_frame_101.png","12/2/2021 11:02","12020061_frame_102.png","12/2/2021 11:02","99781316","RACCOON","arw","arw"
"86","GCBAR","GCBAR_CC_06Dec2021_12020062_frame1","12020062_frame_101.png","12/3/2021 4:44","12020062_frame_102.png","12/3/2021 4:44","99781317","RACCOON","arw","arw"
"87","GCBAR","GCBAR_CC_06Dec2021_12050063_frame1","12050063_frame_101.png","12/5/2021 11:44","12050063_frame_102.png","12/5/2021 11:44","99781318","RACCOON","arw","arw"
"88","GCBAR","GCBAR_CC_06Dec2021_09150002_frame_2","09150002_frame_201.png","9/15/2021 10:21","09150002_frame_202.png","9/15/2021 10:21","99781319","RACCOON","arw","arw"
"89","GCBAR","GCBAR_CC_06Dec2021_09150003_frame_2","09150003_frame_201.png","9/15/2021 12:51","09150003_frame_202.png","9/15/2021 12:51","99781320","RACCOON","arw","arw"
"90","GCBAR","GCBAR_CC_06Dec2021_09210008_frame_2","09210008_frame_201.png","9/21/2021 9:42","09210008_frame_202.png","9/21/2021 9:42","99781322","RINGTAIL","arw","arw"
"91","GCBAR","GCBAR_CC_06Dec2021_09250010_frame_2","09250010_frame_201.png","9/25/2021 12:23","09250010_frame_202.png","9/25/2021 12:23","99781323","RACCOON","arw","arw"
"92","GCBAR","GCBAR_CC_06Dec2021_10190026_frame_2","10190026_frame_201.png","10/19/2021 13:36","10190026_frame_202.png","10/19/2021 13:36","99781328","RACCOON","arw","arw"
"93","GCBAR","GCBAR_CC_06Dec2021_10210038_frame_2","10210038_frame_201.png","10/21/2021 10:39","10210038_frame_202.png","10/21/2021 10:39","99781330","RACCOON","arw","arw"
"94","GCBAR","GCBAR_CC_06Dec2021_10310041_frame_2","10310041_frame_201.png","10/31/2021 11:02","10310041_frame_202.png","10/31/2021 11:02","99781331","RACCOON","arw","arw"
"95","GCBAR","GCBAR_CC_06Dec2021_11040042_frame_2","11040042_frame_201.png","11/5/2021 3:15","11040042_frame_202.png","11/5/2021 3:15","99781332","DOMESTICCAT","arw","arw"
"96","GCBAR","GCBAR_CC_06Dec2021_11060043_frame_2","11060043_frame_201.png","11/6/2021 9:49","11060043_frame_202.png","11/6/2021 9:49","99781333","RACCOON","arw","arw"
"97","GCBAR","GCBAR_CC_06Dec2021_11060044_frame_2","11060044_frame_201.png","11/6/2021 12:55","11060044_frame_202.png","11/6/2021 12:55","99781334","RACCOON","arw","arw"
"98","GCBAR","GCBAR_CC_06Dec2021_11140052_frame_2","11140052_frame_201.png","11/15/2021 6:17","11140052_frame_202.png","11/15/2021 6:17","99781340","RACCOON","arw","arw"
"99","GCBAR","GCBAR_CC_06Dec2021_11180053_frame_2","11180053_frame_201.png","11/18/2021 10:13","11180053_frame_202.png","11/18/2021 10:13","99781341","RACCOON","arw","arw"
"100","GCBAR","GCBAR_CC_06Dec2021_12050063_frame_2","12050063_frame_201.png","12/5/2021 11:44","12050063_frame_202.png","12/5/2021 11:44","99781343","RACCOON","arw","arw"
"101","","GCBAR_CC_13Sep2021/output_06030003_frame1","06030003_frame_101.png","6/3/2022 13:54","06030003_frame_102.png","6/3/2022 13:54","99747664","RACCOON","arw","arw"
"102","","GCBAR_CC_13Sep2021/output_06040024_frame1","06040024_frame_101.png","6/4/2022 13:31","06040024_frame_102.png","6/4/2022 13:31","99747668","RACCOON","arw","arw"
"103","","GCBAR_CC_13Sep2021/output_06040025_frame1","06040025_frame_101.png","6/4/2022 13:31","06040025_frame_102.png","6/4/2022 13:31","99747669","RACCOON","arw","arw"
"104","","GCBAR_CC_13Sep2021/output_06040026_frame1","06040026_frame_101.png","6/4/2022 13:32","06040026_frame_102.png","6/4/2022 13:32","99747678","RACCOON","arw","arw"
"105","","GCBAR_CC_13Sep2021/output_06040027_frame1","06040027_frame_101.png","6/4/2022 13:32","06040027_frame_102.png","6/4/2022 13:32","99747679","RACCOON","arw","arw"
"106","","GCBAR_CC_13Sep2021/output_06040028_frame1","06040028_frame_101.png","6/4/2022 13:33","06040028_frame_102.png","6/4/2022 13:33","99747680","RACCOON","arw","arw"
"107","","GCBAR_CC_13Sep2021/output_06050043_frame1","06050043_frame_101.png","6/5/2022 12:37","06050043_frame_102.png","6/5/2022 12:37","99747681","RACCOON","arw","arw"
"108","","GCBAR_CC_13Sep2021/output_06050044_frame1","06050044_frame_101.png","6/5/2022 12:38","06050044_frame_102.png","6/5/2022 12:38","99747682","RACCOON","arw","arw"
"109","","GCBAR_CC_13Sep2021/output_06050045_frame1","06050045_frame_101.png","6/5/2022 12:39","06050045_frame_102.png","6/5/2022 12:39","99747695","RACCOON","arw","arw"
"110","","GCBAR_CC_13Sep2021/output_06050046_frame1","06050046_frame_101.png","6/5/2022 12:39","06050046_frame_102.png","6/5/2022 12:39","99747698","RACCOON","arw","arw"
"111","","GCBAR_CC_13Sep2021/output_06050047_frame1","06050047_frame_101.png","6/5/2022 12:40","06050047_frame_102.png","6/5/2022 12:40","99747699","RACCOON","arw","arw"
"112","","GCBAR_CC_13Sep2021/output_06050048_frame1","06050048_frame_101.png","6/5/2022 12:40","06050048_frame_102.png","6/5/2022 12:40","99747700","RACCOON","arw","arw"
"113","","GCBAR_CC_13Sep2021/output_06050049_frame1","06050049_frame_101.png","6/5/2022 12:41","06050049_frame_102.png","6/5/2022 12:41","99747709","RACCOON","arw","arw"
"114","","GCBAR_CC_13Sep2021/output_06050050_frame1","06050050_frame_101.png","6/5/2022 14:10","06050050_frame_102.png","6/5/2022 14:10","99747712","RACCOON","arw","arw"
"115","","GCBAR_CC_13Sep2021/output_06050074_frame1","06050074_frame_101.png","6/6/2022 7:22","06050074_frame_102.png","6/6/2022 7:22","99747724","RACCOON","arw","arw"
"116","","GCBAR_CC_13Sep2021/output_06060076_frame1","06060076_frame_101.png","6/6/2022 11:42","06060076_frame_102.png","6/6/2022 11:42","99747726","RACCOON","arw","arw"
"117","","GCBAR_CC_13Sep2021/output_06060077_frame1","06060077_frame_101.png","6/6/2022 11:43","06060077_frame_102.png","6/6/2022 11:43","99747727","RACCOON","arw","arw"
"118","","GCBAR_CC_13Sep2021/output_06060095_frame1","06060095_frame_101.png","6/7/2022 8:41","06060095_frame_102.png","6/7/2022 8:41","99747749","RACCOON","arw","arw"
"119","","GCBAR_CC_13Sep2021/output_06070100_frame1","06070100_frame_101.png","6/7/2022 13:24","06070100_frame_102.png","6/7/2022 13:24","99747773","RACCOON","arw","arw"
"120","","GCBAR_CC_13Sep2021/output_06070101_frame1","06070101_frame_101.png","6/7/2022 13:25","06070101_frame_102.png","6/7/2022 13:25","99747775","RACCOON","arw","arw"
"121","","GCBAR_CC_13Sep2021/output_06070102_frame1","06070102_frame_101.png","6/7/2022 13:28","06070102_frame_102.png","6/7/2022 13:28","99747776","RACCOON","arw","arw"
"122","","GCBAR_CC_13Sep2021/output_06070132_frame1","06070132_frame_101.png","6/8/2022 7:08","06070132_frame_102.png","6/8/2022 7:08","99747813","RACCOON","arw","arw"
"123","","GCBAR_CC_13Sep2021/output_06080136_frame1","06080136_frame_101.png","6/8/2022 12:14","06080136_frame_102.png","6/8/2022 12:14","99747815","RACCOON","arw","arw"
"124","","GCBAR_CC_13Sep2021/output_06080137_frame1","06080137_frame_101.png","6/8/2022 14:30","06080137_frame_102.png","6/8/2022 14:30","99747824","RACCOON","arw","arw"
"125","","GCBAR_CC_13Sep2021/output_06030003_frame_2","06030003_frame_201.png","6/3/2022 13:55","06030003_frame_202.png","6/3/2022 13:55","99747835","RACCOON","arw","arw"
"126","","GCBAR_CC_13Sep2021/output_06040024_frame_2","06040024_frame_201.png","6/4/2022 13:31","06040024_frame_202.png","6/4/2022 13:31","99747836","RACCOON","arw","arw"
"127","","GCBAR_CC_13Sep2021/output_06040025_frame_2","06040025_frame_201.png","6/4/2022 13:31","06040025_frame_202.png","6/4/2022 13:31","99747841","RACCOON","arw","arw"
"128","","GCBAR_CC_13Sep2021/output_06040026_frame_2","06040026_frame_201.png","6/4/2022 13:32","06040026_frame_202.png","6/4/2022 13:32","99747842","RACCOON","arw","arw"
"129","","GCBAR_CC_13Sep2021/output_06040027_frame_2","06040027_frame_201.png","6/4/2022 13:33","06040027_frame_202.png","6/4/2022 13:33","99747853","RACCOON","arw","arw"
"130","","GCBAR_CC_13Sep2021/output_06050043_frame_2","06050043_frame_201.png","6/5/2022 12:38","06050043_frame_202.png","6/5/2022 12:38","99747858","RACCOON","arw","arw"
"131","","GCBAR_CC_13Sep2021/output_06050044_frame_2","06050044_frame_201.png","6/5/2022 12:38","06050044_frame_202.png","6/5/2022 12:38","99747859","RACCOON","arw","arw"
"132","","GCBAR_CC_13Sep2021/output_06050045_frame_2","06050045_frame_201.png","6/5/2022 12:39","06050045_frame_202.png","6/5/2022 12:39","99747860","RACCOON","arw","arw"
"133","","GCBAR_CC_13Sep2021/output_06050046_frame_2","06050046_frame_201.png","6/5/2022 12:39","06050046_frame_202.png","6/5/2022 12:39","99747870","RACCOON","arw","arw"
"134","","GCBAR_CC_13Sep2021/output_06050047_frame_2","06050047_frame_201.png","6/5/2022 12:40","06050047_frame_202.png","6/5/2022 12:40","99747874","RACCOON","arw","arw"
"135","","GCBAR_CC_13Sep2021/output_06050048_frame_2","06050048_frame_201.png","6/5/2022 12:41","06050048_frame_202.png","6/5/2022 12:41","99747880","RACCOON","arw","arw"
"136","","GCBAR_CC_13Sep2021/output_06050050_frame_2","06050050_frame_201.png","6/5/2022 14:10","06050050_frame_202.png","6/5/2022 14:10","99747881","RACCOON","arw","arw"
"137","","GCBAR_CC_13Sep2021/output_06050074_frame_2","06050074_frame_201.png","6/6/2022 7:22","06050074_frame_202.png","6/6/2022 7:22","99747883","RACCOON","arw","arw"
"138","","GCBAR_CC_13Sep2021/output_06060076_frame_2","06060076_frame_201.png","6/6/2022 11:43","06060076_frame_202.png","6/6/2022 11:43","99747897","RACCOON","arw","arw"
"139","","GCBAR_CC_13Sep2021/output_06060095_frame_2","06060095_frame_201.png","6/7/2022 8:41","06060095_frame_202.png","6/7/2022 8:41","99747900","RACCOON","arw","arw"
"140","","GCBAR_CC_13Sep2021/output_06070100_frame_2","06070100_frame_201.png","6/7/2022 13:24","06070100_frame_202.png","6/7/2022 13:24","99747905","RACCOON","arw","arw"
"141","","GCBAR_CC_13Sep2021/output_06070102_frame_2","06070102_frame_201.png","6/7/2022 13:29","06070102_frame_202.png","6/7/2022 13:29","99747908","RACCOON","arw","arw"
"142","GCBH","GCBH_CC_06Jun2021_05070029_frame1","05070029_frame_101.png","5/7/2021 11:39","05070029_frame_102.png","5/7/2021 11:39","99781781","RINGTAIL","arw","arw"
"143","GCBH","GCBH_CC_06Jun2021_05070041_frame1","05070041_frame_101.png","5/7/2021 22:00","05070041_frame_102.png","5/7/2021 22:00","99781789","RINGTAIL","arw","arw"
"144","GCBH","GCBH_CC_06Jun2021_05080044_frame1","05080044_frame_101.png","5/8/2021 2:18","05080044_frame_102.png","5/8/2021 2:18","99781790","SPOTTEDSKUNK","arw","arw"
"145","GCBH","GCBH_CC_06Jun2021_05080045_frame1","05080045_frame_101.png","5/8/2021 2:22","05080045_frame_102.png","5/8/2021 2:22","99781791","SPOTTEDSKUNK","arw","arw"
"146","GCBH","GCBH_CC_06Jun2021_05080054_frame1","05080054_frame_101.png","5/8/2021 23:03","05080054_frame_102.png","5/8/2021 23:03","5/8/2021 23:03","SPOTTEDSKUNK","arw","arw"
"147","GCBH","GCBH_CC_06Jun2021_05080055_frame1","05080055_frame_101.png","5/8/2021 23:20","05080055_frame_102.png","5/8/2021 23:20","99781797","RINGTAIL","arw","arw"
"148","GCBH","GCBH_CC_06Jun2021_05080056_frame1","05080056_frame_101.png","5/8/2021 23:30","05080056_frame_102.png","5/8/2021 23:30","99781798","SPOTTEDSKUNK","arw","arw"
"149","GCBH","GCBH_CC_06Jun2021_05100065_frame1","05100065_frame_101.png","5/10/2021 4:49","05100065_frame_102.png","5/10/2021 4:49","99781806","RINGTAIL","arw","arw"
"150","GCBH","GCBH_CC_06Jun2021_05160101_frame1","05160101_frame_101.png","5/16/2021 20:07","05160101_frame_102.png","5/16/2021 20:07","99781828","RINGTAIL","arw","arw"
"151","GCC","GCC_CC_25Jul2021_3trigger_v4_06090722","06090722.JPG","2021:06:09 02:21:07","06090723.JPG","2021:06:09 02:21:07","98934137","GRAYFOX","13","86.67"
"152","GCC","GCC_CC_25Jul2021_3trigger_v4_06130581","06130581.JPG","2021:06:13 00:16:16","06130582.JPG","2021:06:13 00:16:16","99007061","COYOTE","11","73.33"
"153","GCC","GCC_CC_25Jul2021_3trigger_v4_06130581","06130581.JPG","2021:06:13 00:16:16","06130582.JPG","2021:06:13 00:16:16","99007061","COYOTE","11","73.33"
"154","GCC","GCC_CC_25Jul2021_3trigger_v4_07220900","07220900.JPG","2021:07:22 02:30:48","07220901.JPG","2021:07:22 02:30:49","99013525","GRAYFOX","7","43.75"
"155","GCC","GCC_CC_25Jul2021_3trigger_v4_101EK113_06040450","101EK113_06040450.JPG","2021:06:04 22:16:14","101EK113_06040451.JPG","2021:06:04 22:16:14","99013565","COYOTE","9","60"
"156","GCETRO","GCETRF_CC_13Sep2021_06040006_frame1","06040006_frame_101.png","6/4/2021 12:31","06040006_frame_102.png","6/4/2021 12:31","99750639","RINGTAIL","8","80"
"157","GCETRO","GCETRF_CC_13Sep2021_06270061_frame1","06270061_frame_101.png","6/28/2021 5:55","06270061_frame_102.png","6/28/2021 5:55","99750717","RINGTAIL","6","60"
"158","GCETRO","GCETRF_CC_13Sep2021_08240085_frame1","08240085_frame_101.png","8/25/2021 7:27","08240085_frame_102.png","8/25/2021 7:27","99750791","RINGTAIL","5","50"
"159","GCETRO","GCETRF_CC_13Sep2021_08240086_frame1","08240086_frame_101.png","8/25/2021 7:39","08240086_frame_102.png","8/25/2021 7:39","99750794","RINGTAIL","9","90"
"160","GCETRO","GCETRF_CC_13Sep2021_08270088_frame1","08270088_frame_101.png","8/28/2021 5:13","08270088_frame_102.png","8/28/2021 5:13","99750797","RINGTAIL","9","90"
"161","GCETRO","GCETRF_CC_13Sep2021_08280090_frame1","08280090_frame_101.png","8/29/2021 6:54","08280090_frame_102.png","8/29/2021 6:54","99750812","RINGTAIL","6","60"
"162","GCETRO","GCETRF_CC_13Sep2021_08280091_frame1","08280091_frame_101.png","8/29/2021 6:55","08280091_frame_102.png","8/29/2021 6:55","99750815","RINGTAIL","10","100"
"163","GCETRO","GCETRF_CC_13Sep2021_08290092_frame1","08290092_frame_101.png","8/29/2021 14:54","08290092_frame_102.png","8/29/2021 14:54","99750827","RINGTAIL","6","60"
"164","GCETRO","GCETRF_CC_13Sep2021_08300096_frame1","08300096_frame_101.png","8/31/2021 7:05","08300096_frame_102.png","8/31/2021 7:05","99750830","RINGTAIL","8","80"
"165","GCETRO","GCETRF_CC_13Sep2021_09030103_frame1","09030103_frame_101.png","9/4/2021 3:27","09030103_frame_102.png","9/4/2021 3:27","99750831","RINGTAIL","10","100"
"166","GCETRO","GCETRF_CC_13Sep2021_09040104_frame1","09040104_frame_101.png","9/5/2021 9:22","09040104_frame_102.png","9/5/2021 9:22","99750833","RINGTAIL","7","70"
"167","GCETRO","GCETRF_CC_13Sep2021_09070105_frame1","09070105_frame_101.png","9/8/2021 8:22","09070105_frame_102.png","9/8/2021 8:22","99750839","RINGTAIL","7","70"
"168","GCETRO","GCETRF_CC_13Sep2021_06040006_frame_2","06040006_frame_201.png","6/4/2021 12:31","06040006_frame_202.png","6/4/2021 12:31","99750857","RINGTAIL","5","50"
"169","GCETRO","GCETRF_CC_13Sep2021_08020073_frame_2","08020073_frame_201.png","8/3/2021 8:21","08020073_frame_202.png","8/3/2021 8:21","99751009","RINGTAIL","5","50"
"170","GCETRO","GCETRF_CC_13Sep2021_08020074_frame_2","08020074_frame_201.png","8/3/2021 8:35","08020074_frame_202.png","8/3/2021 8:35","99751010","RINGTAIL","10","100"
"171","GCETRO","GCETRF_CC_13Sep2021_08240085_frame_2","08240085_frame_201.png","8/25/2021 7:28","08240085_frame_202.png","8/25/2021 7:28","99751032","RINGTAIL","4","40"
"172","GCETRO","GCETRF_CC_13Sep2021_08270088_frame_2","08270088_frame_201.png","8/28/2021 5:13","08270088_frame_202.png","8/28/2021 5:13","99751033","RINGTAIL","5","50"
"173","GCETRO","GCETRF_CC_13Sep2021_08270089_frame_2","08270089_frame_201.png","8/28/2021 5:15","08270089_frame_202.png","8/28/2021 5:15","99751034","RINGTAIL","5","50"
"174","GCETRO","GCETRF_CC_13Sep2021_08280090_frame_2","08280090_frame_201.png","8/29/2021 6:54","08280090_frame_202.png","8/29/2021 6:54","99751038","RINGTAIL","5","50"
"175","GCETRO","GCETRF_CC_13Sep2021_09030103_frame_2","09030103_frame_201.png","9/4/2021 3:27","09030103_frame_202.png","9/4/2021 3:27","99751047","RINGTAIL","6","60"
"176","GCETRO","GCETRF_CC_13Sep2021_08020074_frame_3","08020074_frame_301.png","8/3/2021 8:35","08020074_frame_302.png","8/3/2021 8:35","99754320","RINGTAIL","6","60"
"177","GCETRO","GCETRF_CC_13Sep2021_08280090_frame_3","08280090_frame_301.png","8/29/2021 6:54","08280090_frame_302.png","8/29/2021 6:54","99754329","RINGTAIL","6","60"
"178","GCETRO","GCETRF_CC_13Sep2021_09030103_frame_3","09030103_frame_301.png","9/4/2021 3:27","09030103_frame_302.png","9/4/2021 3:27","99754330","RINGTAIL","8","80"
"179","GCETRO","GCETRF_CC_13Sep2021_06130024_frame_4","06130024_frame_401.png","6/14/2021 8:10","06130024_frame_402.png","6/14/2021 8:10","99754335","RINGTAIL","7","70"
"180","GCETRO","GCETRF_CC_13Sep2021_08270089_frame_4","08270089_frame_401.png","8/28/2021 5:15","08270089_frame_402.png","8/28/2021 5:15","99754367","RINGTAIL","5","50"
"181","GCETRO","GCETRF_CC_13Sep2021_08280090_frame_4","08280090_frame_401.png","8/29/2021 6:55","08280090_frame_402.png","8/29/2021 6:55","99754368","RINGTAIL","6","60"
"182","GCETRO","GCETRF_CC_13Sep2021_09030103_frame_4","09030103_frame_401.png","9/4/2021 3:28","09030103_frame_402.png","9/4/2021 3:28","99754369","RINGTAIL","7","70"
"183","GCETRO","GCETRO_CC_06Dec2021_09150005_frame1","09150005_frame_101.png","9/15/2021 8:52","09150005_frame_102.png","9/15/2021 8:52","99801056","RINGTAIL","6","60"
"184","GCETRO","GCETRO_CC_06Dec2021_09160006_frame1","09160006_frame_101.png","9/16/2021 9:14","09160006_frame_102.png","9/16/2021 9:14","99801057","RINGTAIL","4","40"
"185","GCETRO","GCETRO_CC_06Dec2021_09200014_frame1","09200014_frame_101.png","9/21/2021 7:19","09200014_frame_102.png","9/21/2021 7:19","99801059","RINGTAIL","6","60"
"186","GCETRO","GCETRO_CC_06Dec2021_09210016_frame1","09210016_frame_101.png","9/21/2021 8:51","09210016_frame_102.png","9/21/2021 8:51","99801060","RINGTAIL","7","70"
"187","GCETRO","GCETRO_CC_06Dec2021_09240030_frame1","09240030_frame_101.png","9/24/2021 9:24","09240030_frame_102.png","9/24/2021 9:24","99801065","RINGTAIL","4","40"
"188","GCETRO","GCETRO_CC_06Dec2021_09290039_frame1","09290039_frame_101.png","9/29/2021 9:57","09290039_frame_102.png","9/29/2021 9:57","99801070","RINGTAIL","7","70"
"189","GCETRO","GCETRO_CC_06Dec2021_11070077_frame1","11070077_frame_101.png","11/8/2021 0:54","11070077_frame_102.png","11/8/2021 0:54","99801075","RINGTAIL","7","70"
"190","GCETRO","GCETRO_CC_06Dec2021_11220098_frame1","11220098_frame_101.png","11/22/2021 8:53","11220098_frame_102.png","11/22/2021 8:53","99801077","RINGTAIL","7","70"
"191","GCETRO","GCETRO_CC_06Dec2021_11300114_frame1","11300114_frame_101.png","11/30/2021 7:12","11300114_frame_102.png","11/30/2021 7:12","99801082","RINGTAIL","9","90"
"192","GCETRO","GCETRO_CC_06Dec2021_12040123_frame1","12040123_frame_101.png","12/4/2021 21:46","12040123_frame_102.png","12/4/2021 21:46","99801089","RINGTAIL","6","60"
"193","GCETRO","GCETRO_CC_06Dec2021_09210015_frame_2","09210015_frame_201.png","9/21/2021 8:10","09210015_frame_202.png","9/21/2021 8:10","99801096","RINGTAIL","6","60"
"194","GCETRO","GCETRO_CC_06Dec2021_10090051_frame_2","10090051_frame_201.png","10/10/2021 2:40","10090051_frame_202.png","10/10/2021 2:40","99801097","RINGTAIL","5","50"
"195","GCETRO","GCETRO_CC_06Dec2021_10280075_frame_2","10280075_frame_201.png","10/28/2021 10:02","10280075_frame_202.png","10/28/2021 10:02","99801098","RINGTAIL","5","50"
"196","GCETRO","GCETRO_CC_06Dec2021_11300115_frame_2","11300115_frame_201.png","11/30/2021 7:20","11300115_frame_202.png","11/30/2021 7:20","99801099","DOMESTICCAT","6","54.55"
"197","GCETRO","GCETRO_CC_14Sep2021_06030002_frame1","06030002_frame_101.png","6/4/2021 2:55","06030002_frame_102.png","6/4/2021 2:55","99800914","RINGTAIL","6","60"
"198","GCETRO","GCETRO_CC_14Sep2021_06030003_frame1","06030003_frame_101.png","6/4/2021 2:56","06030003_frame_102.png","6/4/2021 2:56","99800913","RINGTAIL","5","50"
"199","GCETRO","GCETRO_CC_14Sep2021_06040004_frame1","06040004_frame_101.png","6/4/2021 6:33","06040004_frame_102.png","6/4/2021 6:33","99800915","RINGTAIL","7","70"
"200","GCETRO","GCETRO_CC_14Sep2021_06050006_frame1","06050006_frame_101.png","6/5/2021 7:37","06050006_frame_102.png","6/5/2021 7:37","99800917","RINGTAIL","8","80"
"201","GCETRO","GCETRO_CC_14Sep2021_06050007_frame1","06050007_frame_101.png","6/5/2021 12:33","06050007_frame_102.png","6/5/2021 12:33","99800918","RINGTAIL","9","90"
"202","GCETRO","GCETRO_CC_14Sep2021_06050008_frame1","06050008_frame_101.png","6/5/2021 21:37","06050008_frame_102.png","6/5/2021 21:37","99800919","RINGTAIL","9","90"
"203","GCETRO","GCETRO_CC_14Sep2021_06070013_frame1","06070013_frame_101.png","6/7/2021 5:16","06070013_frame_102.png","6/7/2021 5:16","99800923","RINGTAIL","8","80"
"204","GCETRO","GCETRO_CC_14Sep2021_06140017_frame1","06140017_frame_101.png","6/14/2021 8:57","06140017_frame_102.png","6/14/2021 8:57","99800928","RINGTAIL","7","70"
"205","GCETRO","GCETRO_CC_14Sep2021_06140018_frame1","06140018_frame_101.png","6/15/2021 2:20","06140018_frame_102.png","6/15/2021 2:20","99800929","RINGTAIL","7","70"
"206","GCETRO","GCETRO_CC_14Sep2021_06230020_frame1","06230020_frame_101.png","6/23/2021 6:17","06230020_frame_102.png","6/23/2021 6:17","99800931","RINGTAIL","7","70"
"207","GCETRO","GCETRO_CC_14Sep2021_06280022_frame1","06280022_frame_101.png","6/28/2021 16:22","06280022_frame_102.png","6/28/2021 16:22","99800933","RINGTAIL","9","90"
"208","GCETRO","GCETRO_CC_14Sep2021_07010023_frame1","07010023_frame_101.png","7/1/2021 7:48","07010023_frame_102.png","7/1/2021 7:48","99800934","RINGTAIL","7","70"
"209","GCETRO","GCETRO_CC_14Sep2021_07060024_frame1","07060024_frame_101.png","7/6/2021 6:11","07060024_frame_102.png","7/6/2021 6:11","99800935","RINGTAIL","10","100"
"210","GCETRO","GCETRO_CC_14Sep2021_07070025_frame1","07070025_frame_101.png","7/7/2021 9:01","07070025_frame_102.png","7/7/2021 9:01","99800936","RINGTAIL","9","90"
"211","GCETRO","GCETRO_CC_14Sep2021_07070026_frame1","07070026_frame_101.png","7/7/2021 9:55","07070026_frame_102.png","7/7/2021 9:55","99800937","RINGTAIL","10","100"
"212","GCETRO","GCETRO_CC_14Sep2021_07090027_frame1","07090027_frame_101.png","7/9/2021 7:19","07090027_frame_102.png","7/9/2021 7:19","99800938","RINGTAIL","6","60"
"213","GCETRO","GCETRO_CC_14Sep2021_07150029_frame1","07150029_frame_101.png","7/16/2021 0:15","07150029_frame_102.png","7/16/2021 0:15","99800940","RINGTAIL","5","50"
"214","GCETRO","GCETRO_CC_14Sep2021_07160030_frame1","07160030_frame_101.png","7/16/2021 6:48","07160030_frame_102.png","7/16/2021 6:48","99800941","RINGTAIL","8","80"
"215","GCETRO","GCETRO_CC_14Sep2021_07160031_frame1","07160031_frame_101.png","7/16/2021 7:02","07160031_frame_102.png","7/16/2021 7:02","99800942","RINGTAIL","6","60"
"216","GCETRO","GCETRO_CC_14Sep2021_07200032_frame1","07200032_frame_101.png","7/20/2021 6:47","07200032_frame_102.png","7/20/2021 6:47","99800943","RINGTAIL","5","50"
"217","GCETRO","GCETRO_CC_14Sep2021_07230033_frame1","07230033_frame_101.png","7/24/2021 3:27","07230033_frame_102.png","7/24/2021 3:27","99800944","RINGTAIL","8","80"
"218","GCETRO","GCETRO_CC_14Sep2021_07230034_frame1","07230034_frame_101.png","7/24/2021 3:28","07230034_frame_102.png","7/24/2021 3:28","99800945","RINGTAIL","7","70"
"219","GCETRO","GCETRO_CC_14Sep2021_07240035_frame1","07240035_frame_101.png","7/24/2021 7:47","07240035_frame_102.png","7/24/2021 7:47","99800946","RINGTAIL","5","50"
"220","GCETRO","GCETRO_CC_14Sep2021_07240036_frame1","07240036_frame_101.png","7/25/2021 3:09","07240036_frame_102.png","7/25/2021 3:09","99800947","RINGTAIL","9","90"
"221","GCETRO","GCETRO_CC_14Sep2021_07260037_frame1","07260037_frame_101.png","7/26/2021 6:27","07260037_frame_102.png","7/26/2021 6:27","99800948","RINGTAIL","7","70"
